Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
251337214734853,Catherine Cullen for New Mexico,Committee to elect Catherine Cullen,2879,14
179400468593565,Dave Blyth for Ohio 44,Friends with Dave Blyth,2879,6
102181108119474,MacHenry Foster & Morris for Moorestown Town Council,MacHenry Foster & Morris for Town Council,2878,26
278810061981930,MI Good Government,MI Good Government,2877,19
227689930417374,Bryan Goldberg for State House District 18,Committee to Elect Bryan Goldberg,2876,2
103329749060023,Rep. Ronnie Glynn,Ronniefor67,2876,4
128504753684001,Freedom's Voice,Freedom's Voice,2875,6
226868843843510,Keep our Mayor Alix Desulme,"Alix Desulme for North Miami Mayor, Non-partisan",2874,26
121986411008517,Singhforcitycouncil,SINGH FOR CITY COUNCIL 2024,2872,6
175118819011777,Jason Prokop for Legislature - District 27,Prokop for Legislature,2870,7
331425286717812,CA Apartment Assoc. Make La Affordable,CA Apartment Assoc. Make La Affordable,2866,12
589658204411894,Office of South Carolina Treasurer Curtis Loftis,Future Scholar. Administered by State Treasurer Curtis Loftis. Not paid for with state funds.,2866,24
446749038521376,Alvin De Johnette for Moreno Valley City Council,Alvin De Johnette for Moreno Valley City Council,2861,4
366699359869542,Heatherforccsf,Heather McCarty for City College Board 2024,2860,7
420065291170602,Muzzy.Vote,Muzzy.vote,2859,8
105095128474990,Matt Clifford for Sheriff,Matt Clifford for Sheriff,2856,4
104926942381487,New Mexico Workers First,New Mexico Workers First,2854,14
105938178779977,Reed Olson for MN 2A,VOTE REED OLSON,2852,50
114128055303516,ProgressNow New Mexico,ProgressNow New Mexico Education Fund,2851,9
109099577096225,Shasta County,Shasta County,2851,3
143757483021984,New York State Association of REALTORS,"New York State Association of REALTORS, Inc.",2851,3
100390595209061,Semilla Action,Energize NM,2850,5
209282368928344,Tempe Together,Tempe Together,2850,5
108317970511531,Maine Aquaculture Association,MAINE AQUACULTURE ASSOCIATION,2849,7
1337797853013623,Kevin Brown for State Representative,Kevin Brown for Vernon,2845,8
117465266316705,Pennsylvania Senate Republican Campaign Committee,PA Senate Republican Campaign Committee,2845,24
717339155320936,Better Solutions for Healthcare,Better Solutions for Healthcare,2842,1
427516403769201,Vote Houston,Vote Houston,2842,6
113295281866583,Move California,Move California,2842,6
100837242391163,Representative Mihaela E. Plesa,Mihaela Plesa for Texas House,2839,22
1053833861326820,John Burke,A Bold Plan,2836,4
1557469237907508,Patriot Journal,Viral Media Partners LLC,2836,12
284234348106404,Luis Martínez for Senate,Friends of Luis Martinez,2834,16
246830695184162,Monty Bell for SC 4th Circuit Solicitor,MONTY BELL FOR SOLICITOR,2829,6
122791001191184,Colorado Office of Economic Development and International Trade,Colorado Office of Economic Development and International Trade,2828,26
175314222337719,Gill for PA,Gill for PA,2825,5
294867487043745,Defend Solar USA Alliance,Defend Solar USA Alliance,2824,27
101125575026077,Melissa Hernandez for BART Board,Melissa Hernandez for BART Director,2822,6
195732730297143,Vote John Arthur,VOTE JOHN ARTHUR,2819,2
129523843754764,Vote Smart,PROJECT VOTE SMART,2819,1
222190161304871,Bonnie Watson Coleman for Congress,Bonnie Watson Coleman for Congress,2819,2
457537847631425,Robin Lundstrum,Robin Lundstrum for State House,2816,4
101035815182284,Rep. Jake Auchincloss,Congressman Jake Auchincloss,2814,1
102111642328221,Lisa Grafstein for NC Senate,Lisa Grafstein Campaign,2810,11
364699536737480,Voice Your Vote Nevada,CIVIC INNOVATION WORKS INC,2808,3
2343529478991915,Ed Montanari,Ed Montanari Campaign,2806,9
375403855665351,Hoboken Housing Initiative 2024,HOBOKEN HOUSING INITIATIVE PAC,2806,45
514761545237536,Native American Community Development Institute - NACDI,NATIVE AMERICAN COMMUNITY DEVELOPMENT INSTITUTE,2806,5
101148702461194,Griffith for HD 60,Griffith For MT,2805,105
362476806959294,Vote Yes for Lake County Forest Preserves,Friends of the Lake County Forest Preserves,2805,8
720711781275020,Paschen for Iowa Senate,Paschen for Iowa Senate,2803,2
285399776661,Shawnna Bolick,Vote Bolick,2803,5
117905132947223,State Representative Keith Brooks,State Representative Keith Brooks,2802,3
183305791536554,Jen Dzen,Name: Dzen for the 57th,2802,8
210939548765509,Chantel Bingham for State Representative - 56th District,Chantel Bingham for State Representative - 56th District,2802,15
144753275709,Progress Florida,"PROGRESS FLORIDA, INC.",2802,3
655374504522811,"Pamela Price, Alameda County District Attorney - Personal","Pamela Price, Alameda County District Attorney - Personal",2800,15
354584237925029,VIEW PAC,VIEWPAC (Value In Electing Women Political Action Committee),2800,15
421939147666803,Illinois Renewable Energy by EDPR NA,EDPR NA,2800,9
107204669133886,San Diego United,San Diegans United,2800,67
101819551460045,Wisconsin Muslim Civic Alliance,Wisconsin Muslim Civic Alliance,2800,5
281330258408296,Judge Erika Mendoza,Committee to Elect Erika Mendoza,2799,6
442159052317123,Realtors for Angus King,National Association of REALTORS®,2798,6
116855228000,ACLU of Georgia,American Civil Liberties Union of Georgia Foundation,2798,21
173448733122,The Chamber for a Greater Chapel Hill-Carrboro,CHAPEL HILL - CARRBORO CHAMBER OF COMMERCE,2796,7
383504708190553,Fort Bend First,Harris County Democratic Party,2792,28
392968977230786,Hopson & Burrell For Burlington County Commissioner,Burlington County Democratic Committee,2791,6
315245705015862,Vote NO on Amendment H,NO ON AMENDMENT H,2789,17
2118526618432470,Michael Woodyard for 35th District Court Judge,Friends of Michael Woodyard,2789,13
224752740869720,Representative Joshua Hernandez,The Committee to Elect Joshua Hernandez,2785,16
253274368102608,State Senator Ed Charbonneau,Charbonneau for Senate,2785,5
194773497053949,Karl Bohnak for State Representative,KARL BOHNAK 4 STATE REP,2783,4
111951354012332,Muslim Coalition,Faith in Minnesota,2780,18
192153270853678,"Lira Bravo Law, PLLC",Lira Bravo Law PLLC,2780,11
211988545320424,Nikki M Bascome for School Board,Nikki M Bascome for School Board,2779,9
101382592655234,Xay For Newport,Friends of Xay,2777,17
101314758182219,Baltimore City Wire,Metric Media LLC,2775,5
264417336749673,John Masterman,Friends of John Masterman,2774,10
460002281235040,"Mike Giallombardo For State Representative, District 79",Mike Giallombardo Campaign,2773,3
403443526182000,"Cobb Business Alliance, Inc.",Cobb Business Alliance,2773,3
101537132777621,Resolute Square,Resolute Square PBC,2770,20
451217768073158,Senator Martin Hickey,Martin Hickey For SD20,2769,5
328688173983345,National Conflict Resolution Center - NCRC,National Conflict Resolution Center,2767,23
114669791249831,Women Empower Store,These ads ran without a disclaimer,2766,38
355234350999267,Mark Macchio,MACCHIO 2024,2765,8
105893597927021,Brennan for Senate,PAT BRENNAN FOR VT SENATE CAMPAIGN,2765,24
121567234262135,Protect Yucaipa Coalition,Protect Yucaipa PAC,2763,5
194016141090830,Jon Morgan for NH,Jon Morgan for Council,2762,11
1842493599202286,Kevin Anderson for Hennepin County,Anderson For Commissioner,2762,6
104861257866369,Paul Cicarella for State Senate-34th District,PaulChic2024,2760,10
112416765287316,ReElect Commissioner Melissa P. Dunn,Committee to Re-elect Commissioner Melissa P Dunn,2759,17
445588561952545,No on Measure K - Larkspur,"Marin Residents for Protecting Larkspur’s Future, No on K,  A Coalition of Marin County Housing Providers and Marin Residents, a Marin County Non-Profit",2759,15
189398074571666,State Representative Tony Tinderholt,Tony Tinderholt for Texas,2755,13
432998706563898,Hoosiers for Haggard,Hoosiers for Haggard,2755,4
562048320855666,Ohio Voice,OHIO VOICE,2754,9
1888817291355507,Jovanka Beckles,Jovanka Beckles for State Senate 2024,2752,15
399176599954190,Natasha McDaniel for Spring ISD Trustee,Natasha McDaniel for Spring ISD Trustee,2751,82
130870996764,Alameda Firefighters,"Alameda Firefighters Association PAC, Local 689",2751,8
105848245570036,Common Sense for Severns,Common Sense for Severns,2749,4
1450404361918176,Stand Up Blue Valley,Stand Up Blue Valley,2748,42
2218153288266044,350 New Hampshire Action,350 NH Action,2747,35
491459248025916,Real Tennessee Values,Real TN Values PAC,2747,13
203400068371875,Senator Mike Tipping,Mike Tipping for State Senate,2747,12
100237768958546,Tennessee News Share,Tennessee News Share,2745,49
747203468653154,Tom Andersen for Salem - House District 19,"Friends of Tom Andersen, PAC ID 16690",2744,25
615843878590415,"Patrick Perfetti, Cortland County District Attorney",Committee to Elect Patrick Perfetti,2744,25
361496593708730,Schleper for Cuyahoga,Schleper for Cuyahoga County,2743,7
161704750515927,Workers Defense Project,Workers Defense Project,2741,6
241138935757231,Tracy News Today,Tracy News Today,2741,7
459503797238599,Tom Acker for County Commissioner,"Tom Acker for County Commissioner, Registered Agent: Claudeen Diaz",2735,9
165046616702348,Freedom in Reproduction Maryland,Freedom in Reproduction Maryland,2733,21
109254143796133,Mayra Flores,Mayra Flores for Congress,2729,6
10150093975690524,Ray Simon Art,SimonKorff Productions LLC,2728,8
274939699034474,Kitty Bryant for Council,Kitty Bryant for Council,2728,28
151179824751361,Perla for Texas,Perla for Texas,2728,39
110005675795969,Bray for State Senate,Rod Bray for State Senate,2728,3
111543406876278,Omar Blanco for State Representative,"OMAR BLANCO, REPUBLICAN, FOR STATE REPRESENTATIVE DISTRICT 115",2727,3
248395205024143,Karen4Kansas,Karen4Kansas,2724,3
586519864694693,Texas Civil Justice League,TEXAS CIVIL JUSTICE LEAGUE INC,2723,1
116337907731623,De Hodges for Arkansas State Rep District 9,De Hodges for Arkansas State Rep District 9,2722,4
421658064367618,Yes on 4 - Protect Lebanon Business,Protect Lebanon Business,2722,12
112546243875250,Roland Barrera for City Council At Large,Roland Barrera,2722,10
451217768073158,Senator Martin Hickey,Martin Hickey For SD 20,2720,8
204838036374825,Assemblyman Steve Yeager,Committee to Elect Steven Yeager,2719,27
272374659018,Melony Bell For Polk County Supervisor of Elections,"Melony Bell, Republican for Polk County Supervisor of Elections",2719,32
135171153235343,City Forward Collective,City Forward Collective,2718,12
1672061526405158,Holly Cheeseman,Holly Cheeseman,2718,10
448803461645614,Dr. Patti Jordan for St Joseph County Coroner,Committee to Re-Elect Dr. Patti Jordan,2717,1
109005721623927,Lindsey Prather for NC House,Lindsey Prather for NC House,2717,5
335215189672577,Alaskans For Alyse,Alaskans for Alyse,2714,4
257388981136219,Jodey Arrington,TEXANS FOR JODEY ARRINGTON,2710,6
402843116488167,Judge Dan Hawkins,Hawkins for Ohio,2710,9
169604352907595,Jipp for Judge,Committee to Elect Emily Jipp for Circuit Court,2710,9
103923319349072,Four Corners Clean Energy Alliance,Four Corners Clean Energy Alliance,2709,17
391974707336836,Missourians Protecting Children & Families,Missourians Protecting Children and Families,2709,7
1637950533157487,Bradstreet for Senate,Dick Bradstreet,2708,31
104616952378413,Decentralized Masters,These ads ran without a disclaimer,2708,2
311785808677178,Chris Orban for State Board of Education District 6,Chris Orban for State Board of Education District 6,2707,8
517015951732633,"United Teachers of Richmond, CTA, NEA",United Teachers of Richmond CTA/NEA,2706,6
425250360669315,YES on 4A Pueblo,YES4D70KIDS,2703,22
222964858017,UNDO,UNDO,2702,4
226767173862217,Jackie Pons for Superintendent,Jackie Pons for Superintendent,2702,12
222535620944785,DJs at the Polls,FOCUS FOR DEMOCRACY FUND,2702,86
396430243546922,Coach Sid Edwards for Mayor-President,Coach Sid Edwards for Mayor-President,2700,5
329952730193076,Electidelma,"Idelma Quintana For Hollywood City Commission, District 6",2698,15
244302720856216,Tide Turners NC,Tide Turners NC,2697,5
112302321531272,Health Network One,Health Network One,2697,2
104268828901069,Carrie Sanders McKeehan for State Representative,Carrie Sanders McKeehan for State Representative,2696,9
695764197240058,San Joaquin County Democratic Party,SAN JOAQUIN COUNTY DEMOCRATIC CENTRAL COMMITTEE,2696,1
114252823566750,Pat Gill for Woodbury County Auditor & Recorder,Pat Gill for Woodbury County Auditor & Recorder,2693,15
219279624598723,"Anna Prizzia for Alachua County Commission, District 3","Anna Prizzia for Alachua County Commission, District 3",2692,62
30914589895,The International Fellowship of Christians and Jews,These ads ran without a disclaimer,2692,1
109656724957846,Access Education RRISD,Access Education,2689,13
811705762276148,Burt Jones,Burt Jones for Georgia,2685,10
9891460873,WFYI,METROPOLITAN INDIANAPOLIS PUBLIC BROADCASTING INC,2683,45
1426299324327080,Dineline,Dineline,2681,6
1600888773483987,NC Farm Families,NC FARM FAMILIES,2681,5
101278084582900,La Defensa,Californians United Against Proposition 36 Sponsored by Ella Baker Center Action Fund,2680,7
420759147777600,Rick Loeffler for City Council,Rick Loeffler for City Council,2679,32
2044134958991464,TIRRC Votes,TIRRC Votes PAC,2678,4
140667465794337,Organize Ottawa,Organize Ottawa PAC,2677,35
222043897663829,Patrick Corey for Maine House,Patrick Corey,2676,8
392183537307820,47Coins,47Coins Inc.,2674,17
472617892780391,Active San Gabriel Valley - Active SGV,Active SGV,2674,38
176016669750431,Brad Ganzer,Brad Ganzer for Maple Grove,2673,9
116584038026280,Lilliana Udang for County Supervisor,Lilliana Udang for Supervisor 2024,2672,12
483532238168734,Massachusetts Republican State Senate PAC,Massachusetts Republican State Senate PAC,2671,6
193585897170555,Harley Droba for Minnesota House 3A,Campaign Fund of Harley Droba,2670,9
147361008735959,Tony Hwang CT,Hwang4Senate,2670,13
139475749239856,We Not Me 4 Leon: Dr. Isaac Montilla for County Commission,We Not Me 4 Leon: Dr. Isaac Montilla for County Commission,2668,18
230477870324180,Roseville Firefighters Local 1592,"Keep Roseville Safe, Sponsored by the Roseville Firefighters Association",2667,7
112747894799640,David Rochefort for NH Senate,David Rochefort for NH Senate,2665,9
185340031841868,Ginny Klevorn for Minnesota House,Ginny Klevorn for Representative,2664,12
272514432604852,Matt White for City Council District 6,Matt White for City Council District 6,2663,11
389899950869695,Elect Art McCulloch,Elect McCulloch for Commission,2663,11
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,2662,30
1927937250828320,Representative Julie McCluskie,MCCLUSKIE FOR COLORADO,2662,4
369066972950435,Paul Hambleton for Wisconsin State Senate 10,Committee to Elect Paul Hambleton,2660,39
256260187572114,Bobby4Gwinnett,Bobby4Gwinnett,2655,16
293521930164,Planned Parenthood Votes New Mexico,Planned Parenthood Votes NM Coordinated Committee,2654,16
102806281114082,Calvin For Alaska,Calvin For Alaska,2653,71
281006581759881,BCRC,Belknap County Republican Commitee,2651,16
109912644985746,Tracy Cramer,Friends of Tracy Cramer for District 22 #22032,2649,5
841195999322916,Trey Stewart,Trey Stewart,2645,4
424096750785444,Josh Hooser for IOP City Council,Josh Hooser for Isle of Palms City Council,2645,24
330140240177114,Ed White for Supreme Court,Ed White for Supreme Court,2642,8
377079068832837,For All Texans,FOR ALL TEXANS,2641,12
206202032757114,Nature and Culture International,NATURE AND CULTURE INTERNATIONAL,2638,16
25749319177,ACLUOhio,ACLU of Ohio,2638,13
1973212516271199,Assemblywoman Karen McMahon,Friends of Karen McMahon,2637,14
363774966827441,Prosperous Eaton County,Prosperous Eaton County,2637,11
104638319239800,Kathleen Taylor for Reno,Friends of Kathleen Taylor,2636,7
292752047263526,Roevember is coming,These ads ran without a disclaimer,2629,62
211709609210178,Supervisor Anne Marie Graham-Hudak,Committee to Elect Anne Marie Graham-Hudak,2628,8
291461864054867,Ben Guitron for Indio City Council District 5,Ben Guitron for Indio City Council District 5 2024,2628,3
287754774569171,Americans for Prosperity-Montana,AMERICANS FOR PROSPERITY,2628,21
361725310366621,Citizens for Balanced Leadership,Citizens for Balanced Leadership,2626,20
105720247851314,Kristen Arrington for Florida,"Kristen Arrington, Democrat, for State Senate",2626,5
105229062888132,Stop Soldier Suicide,These ads ran without a disclaimer,2626,1
221349937727154,Michelle SKAFF for Woodbury County Auditor Recorder,Michelle SKAFF for Woodbury County Auditor Recorder,2625,27
419238547934428,Keith for Council,Keith Reckdahl for City Council 2024,2625,33
333745469821949,Ditat Deus Media,Ditat Deus,2624,9
223163287537070,Yes on Measure G,FOLSOM RESIDENTS SUPPORTING PUBLIC SAFETY AND QUALITY OF LIFE,2624,21
421704634363824,Vote James Forrest for Maui County Council,James Nahele Forrest for Maui County Council,2622,38
149905728198930,Kylie Barber,Kylie Barber For AZ 2024 LLC,2621,41
353031651227380,Judge Tina Talim,Committee to Elect Judge Talim,2621,3
346612558755323,Environmental League of Massachusetts (ELM),"Environmental League of Massachusetts Action Fund, Inc.",2621,11
235288616335956,The Real Chris Duncan,Laurie Davies for Assembly 2024 FPPC # 1456600,2619,5
1764185850558806,Apex Clean Energy,Apex Clean Energy,2616,3
147344832098401,Maricopa County Sheriff's Office,Maricopa County Sheriff's Office,2616,32
106417312428299,Heimes for Nebraska,Heimes for Nebraska,2615,6
147954405342825,"San Marcos Professional Firefighters Association, Local 4184",San Marcos Professional Firefighters Association PAC,2613,5
257793070917244,ATIXA,ATIXA,2612,25
1408040802774787,Congresswoman Katherine Clark,The Office of Congresswoman Katherine Clark,2611,2
330629530137233,Biggs4Chicago,Biggs4Chicago,2608,10
211361995403957,Defend And Advance,EMGAGE FEDERAL POLITICAL ACTION COMMITTEE,2605,42
698563163611528,Hillsborough Firefighters,Hillsborough Fire Action Committee,2600,14
225993593928370,Larry Turner for San Diego Mayor,Larry Turner for San Diego Mayor,2600,6
106004260984282,Real Politics OC,REAL POLITICS OC,2599,16
429619287192448,Pete Ricketts,PETE RICKETTS FOR SENATE,2599,18
110174828401910,Maryland Higher Education Commission - MHEC,Maryland Higher Education Commission,2598,2
571636569550190,Senator Dan Innis,Senator Dan Innis,2598,2
196890810505561,Lauren Kuby for State Senate,LAUREN KUBY FOR STATE SENATOR,2597,1
605168822998856,314 Action,314 ACTION FUND,2596,13
374062115784745,Doria Summa for Palo Alto City Council,Doria Summa for City Council 2024,2595,27
203351689687967,Cindy Stuart For Hillsborough County Clerk of the Court,Cindy Stuart For Hillsborough County Clerk of the Court,2595,38
214811203281715,Larry Agran for Irvine Mayor,Larry Agran for Irvine Mayor,2593,29
25829883613,America's Voice,America's Voice,2593,1
191247007554047,Center of the American Experiment,Center of the American Experiment,2591,27
401318559722194,America's Fuel,Americas Fuel,2589,54
212513562812569,Our Strong Voices,These ads ran without a disclaimer,2589,4
275076115862122,Broward County Supervisor of Elections,Broward County Supervisor of Elections,2588,24
110351597535905,Kentucky House Democratic Caucus Campaign Committee,KY House Democratic Caucus Campaign Committee,2586,6
399166249954662,"Keep Merced County Safe, Yes on Measure R","Keep Merced County Safe, Yes on Measure R",2586,2
12375354406,USO,United Service Organizations,2586,29
18356619353,The Academy of Natural Sciences,The Academy of Natural Sciences,2584,9
331140716758946,Colorado Clean Energy Solutions,Colorado Clean Energy Solutions,2582,12
104042452981815,AARP Black Community,AARP,2582,6
109007697379921,Chris Nanos for Sheriff,Nanos for Sheriff,2581,12
416259911570190,Michael Williams for Carlsbad Treasurer,Michael Williams for Carlsbad Treasurer,2580,6
156457537745699,Collier Professional Firefighters & Paramedics,Collier Professional Firefighters & Paramedics,2576,6
102639928030253,Santa Cruz Local,Santa Cruz Local LLC,2575,59
289696701408266,Lindsay Mahaffey for Wake County Schools District 8,Committee to Elect Lindsay Mahaffey,2573,10
69326160582,Lincoln Club of Orange County,Lincoln Club of Orange County,2573,5
343992762133104,The Nebraska Independent,AMERICAN INDEPENDENT MEDIA,2572,4
147381688456330,Jennifer Hamey for Manatee County Commissioner,"Jen Hamey for County Commissioner, Dist. 1",2571,17
287285964464908,Pamela Curran Smith for Judge,Friends of Pamela Curran Smith for Judge,2570,5
418713494650722,Melissa Lopez-Mora for Chico City Council,Melissa Lopez Mora for Chico City Council,2570,10
432365299959477,Kim Haggan for Maine,Kim Haggan,2569,2
141840135672493,Dunixi Guereca for Legislature,Neighbors for Guereca,2568,6
190768404306050,Mark Holm for Polk County Supervisor,MARK HOLM FOR SUPERVISOR,2567,12
557051651115624,Stidham Financial Services,Stidham Financial Services,2567,9
461136877401271,Judge Chika Anyiam,Judge Chika Anyiam,2567,7
333440729846621,50 Stars Nation,Red First,2566,63
219769067891828,Sacramento City Council Roger Dickinson,Roger Dickinson for City Council 2024,2566,10
388905317648588,Ancona for El Monte Mayor,Ancona for Mayor 2024,2565,7
235814863192645,Senator Donna Soucy,Committee to Elect Donna Soucy,2563,10
323638304397300,Newport Beach Police Association,Newport Beach Police Employees Association Inc,2563,3
1455385104724349,Opportunity 180,opportunity 180,2562,19
177155509148166,Providence Housing and Human Services,City of Providence,2561,6
190226674184294,Nick Batter for Legislature,Nick Batter for Nebraska,2561,8
417554864774131,Jason Allen for State Board of Education,Friends of Jason Allen,2559,4
713184912376942,Mera Kathryn Corlett in District 18,Friends for Mera K. Corlett,2559,7
105816574239181,Elaine Marzola,Committee to Elect Elaine Marzola,2559,7
104312884363387,First Americans Museum,First Americans Museum,2555,4
387785774423478,Republican Integrity PAC,REPUBLICAN INTEGRITY PAC,2550,52
696943853792711,Wisconsin Firearms Coalition,Wisconsin Firearms Coalition,2550,207
100516209022707,Erin Shank for Texas,ERIN SHANK FOR TEXAS HOUSE,2549,8
28126338304,Surfrider Foundation,"SURFRIDER FOUNDATION, INC",2545,9
330719666793560,Stephen Walton for Sacramento City Council,Stephen Walton for City Council 2024,2544,6
156795720841145,Matt Johnston for Colorado,The Committee to Elect Matt Johnston,2543,7
172194599596441,Brett Clark for State Senate,Brett Clark for State Senate,2543,2
836285379906841,Dale Washburn for State House,Dale Washburn for State House,2542,25
570092813023833,Matt Walsh,These ads ran without a disclaimer,2538,3
116238384846747,Dr. Prasanth Reddy for Congress,Reddy for Kansas,2537,4
449019868284935,Paul Vagianos for Village Council,PAUL VAGIANOS FOR VILLAGE COUNCIL,2535,15
335688869639088,McKenzie Flashnick for Lexington One School Board,McKenzie Flashnick Lexington One School Board,2534,7
163302087408673,Stop The Donald,Stop the Donald,2532,24
275844212270983,Don Hamill for Senate,Don Hamill for State Senate,2532,4
104023162202317,Daryl Abbas,Friends of Daryl Abbas,2531,11
104214852367107,Friends of the Earth Action,"Friends of the Earth Action, Inc.",2530,5
797698913658123,Jose Alvarez for Florida House District 46,Jose Alvarez for Florida House District 46,2526,1
181693095273353,Wisdom Wisconsin,WISDOM INC,2525,8
365751630197268,Republican Party of Tulsa County,Republican Party of Tulsa County,2523,7
103960818846350,Kristi Pursell 4 MN House,Kristi Pursell for House Committee,2522,9
1637079489844025,Brave New Films Action,BRAVE NEW FILMS ACTION FUND 501(C)(4),2521,13
112190161858646,Carl Ritchie for Sheriff,CARL RITCHIE FOR SHERIFF,2520,13
205068316028277,Re-Elect Mayor Lioneld Jordan 2024,Citizens to Re-Elect Mayor Jordan,2519,13
124449360751420,"Pat Curry, Republican for Texas House",Pat Curry Campaign,2519,6
379533475544577,Kirkman Finlay,Kirkman Finlay 2024,2519,22
124014027468525,"Jamie Dunphy for Portland City Council, District 1",FRIENDS OF JAMIE DUNPHY,2519,20
182620315479,Plan International USA,Plan International USA,2517,55
232783646593624,Laura Snider for Iowa House,Laura Snider for Iowa House,2517,5
57100867199,Rose Institute of State and Local Government,Rose Institute of State and Local Government,2516,36
426068423917817,Hamilton County Young Democrats PAC,Hamilton County Young Democrats PAC,2515,22
381564835031322,Dylan Hirsch-Shell,Dylan Hirsch-Shell for Mayor 2024,2514,3
429079126962109,Benefit Access Guide,RFY News Group,2513,208
117020128143164,Kristin Christensen for State Board of Education,Friends of Kristin Christensen,2513,4
308282075892553,Sacramento County - Government,Sacramento County Voter Registration and Elections,2513,8
270006339523165,Outside 285,Outside 285,2509,50
110536298287481,Patrick Lucas WV House of Delegates,Patrick Lucas WV House of Delegates,2508,15
368070435853,"Vernon County Democratic Party, Wisconsin",Vernon County Democratic Party,2507,6
105407471800897,Jeanne Hendricks for Congress,Jeanne Hendricks for Congress,2507,12
101174221678244,Michigan Future First,Michigan Future First,2506,3
656803827845924,Zack Stephenson For MN House,Stephenson for House,2505,2
110497717105451,Cargile for Congress,CARGILE FOR CONGRESS,2505,9
1182504368529302,Maureen Fraser for Mayor,Maureen Fraser for Mayor,2503,49
137078141865,Kentucky Democratic Party,Kentucky Democratic Party,2503,13
392679970586641,Yes on Measure U - Napa County,"Citizens for Fixing Potholes and Reducing Traffic, Yes on Measure U; Ad Committee’s Top Funder: California Alliance for Jobs",2501,14
461444713716677,America Strong Merchandise,RFY News Group,2501,101
100721012012736,Defend Speech,Defend Speech LLC,2500,4
103803998720799,NAYA Action Fund,NAYA Action Fund,2500,2
362159106984616,"Bayview, Candlestick, Hunters Point Alliance",ACCE Action,2500,14
120961164740924,Judge Mark Henry,Judge Mark Henry Campaign,2500,1
408250066356,Bill O'Reilly,"BILL ME, INC.",2499,31
425006780695823,Illinois Reform PAC,"IL Reform PAC, Not Authorized by any Candidate or Candidate's Committee",2498,8
399961139875929,Morro Bay: No on A-24,Morro Bay Citizens Opposed to Measure A-24,2497,2
138853032650808,Retain Judge Ruple,Retain Judge Ruple,2497,3
300719666712627,Moms Demand Action for Gun Sense in America,EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND),2496,9
106173648761773,Dale Biniecki for State Representative,COMMITTEE TO ELECT DALE BINIECKI,2495,3
13531153805,Knight Foundation,"JOHN S. AND JAMES L. KNIGHT FOUNDATION, INC.",2494,9
349978351534706,Wounded IDF Project,Wounded IDF Project,2493,6
221888047674522,Gary Lotz,Friends of Gary Lotz,2490,2
110624247393153,Republican Ads,"Republican Ads, LLC",2490,34
182520688283496,Jason Anderson for Kansas,Committee to Elect Jason Anderson,2489,11
351450241620398,Mr 302 Bryan Shupe,Bryan Shupe Delaware,2488,10
103036958927760,Red Wave,Red Wave,2488,5
365684573304289,Democrats for Ann Arbor,DEMOCRATS FOR ANN ARBOR,2485,7
1505097619767844,Pomona Police Officers' Association,Pomona Police Officers Association PAC,2484,7
104434822056271,Kiyan Michael,Kiyan Michael for State Representative,2483,1
283894721465470,\tRealtors for Brian Fitzpatrick,National Association of REALTORS®,2481,6
113033887028402,"Ken Yonker, Kent Co. Drain Commissioner",Ken Yonker for Drain Commissioner,2479,3
203827299659499,State Representative Miriam Paris,Miriam Paris for State House,2479,18
236740353942446,Open Vallejo,Informed California Foundation,2478,10
492537884165146,Kristopher Dahir - Sparks City Council Ward #5,Friends of Kristopher Dahir,2477,10
183029831552513,Chris Gordon for Wisconsin,Chris Gordon for Wisconsin,2477,7
104152941364,Janet Nguyen,Janet Nguyen For Supervisor 2024,2477,15
81839392622,American Century Investments,AMERICAN CENTURY SERVICES CORPORATION,2473,5
428227367042964,Gail Armstrong for New Mexico,Gail for New Mexico,2471,42
128344747344340,AtlanticLIVE,The Atlantic Monthly Group LLC,2471,5
640324496062398,Friends of CCC,Vote YES on Measure 3-613,2470,5
431009203430738,NewsQuest,NewsGamer / NewsQuest,2469,4
162812273590173,Boucher for States Attorney,Robert Boucher for State's Attorney Committee,2468,42
25115496086,Cobalt,Cobalt,2466,1
110476598569626,Councilmember Krystal Oriadha,Councilmember Krystal Oriadha,2465,6
212868458748677,Archdiocese of Omaha,The Catholic Archbishop of Omaha,2464,49
425909187262652,Jillaire for CO HD 19,Jillaire for HD19,2464,5
260675821061,Rice Law- Dedicated to Solving Family Law Problems,Rice Law,2464,2
278869631983541,Jason Guerry for SC Senate,Jason Guerry For SC Senate,2464,9
101539061356562,Terri Wells for Commissioner,Terri Wells for Commissioner,2462,12
137588489448937,Valley Current,Valley Current,2457,11
111913468297824,Planned Parenthood Alaska,Planned Parenthood Alliance Advocates,2456,2
108691087605078,Tell Our Stories,Tell Our Stories,2455,12
102722588994409,CU Regent Montera,Montera for CU Regent,2454,5
108735554828439,Eric Hinebauch for Cascade County Commission,Eric Hinebauch for Cascade County Commission,2452,6
370574319473528,Alison Kamhi for Palo Alto School Board,Alison Kamhi for PALO ALTO SCHOOL BOARD 2024,2452,3
113850985133216,Lisa Fink for State Representative LD27,LISA FINK FOR STATE REPRESENTATIVE - DISTRICT 27,2451,2
866694087004978,State Sen. Sarah Trone Garriott,Sarah Trone Garriott for Iowa,2451,8
