Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
135475732981992,Elect Brent Eubanks for Circuit Judge,The Committee to Elect Brent Eubanks,457,7
164000733634461,Alaska Chamber,"State of Alaska Department of Commerce, Community, and Economic Development",456,3
75608370019,United States Institute of Peace,UNITED STATES INSTITUTE OF PEACE,456,21
320823520454,Enough Is Enough,Enough Is Enough,456,1
160034334012439,Western Colorado Alliance,Western Colorado Alliance,456,3
410233578834324,Nina Smothers for Town of Huntingdon Mayor,Nina Smothers for Town of Huntingdon Mayor,456,15
429774706887537,Liz Ann Sonders - Investment Group,These ads ran without a disclaimer,456,20
394457307087986,Elect Cameron Kehler,Elect Cameron Kehler,455,14
205315434854021,Ron Bernier for District 7 Assembly,"Ron Bernier for Assembly.  Wasilla, AK 99629",455,10
451036461418818,Scott Perry: Wrong for Central Pennsylvania,DCCC,455,4
205576455972283,John George for PA,John George for PA,455,8
167357546623247,Daughters of the American Revolution National Headquarters,The Daughters of the American Revolution,455,24
393595427181267,Proven Leadership Miami,Proven Leadership for Miami,455,2
111833201704,Faith and Freedom Coalition,Faith & Freedom Coalition,455,4
103019409737549,Empower Missouri,Empower Missouri,455,2
371179942736504,Chihuahuan Desert Climate Collaborative,Chihuahuan Desert Climate Collaborative,454,6
1541046316133977,HCPS Lynn Gray School Board - District 7 - County Wide,HCPS Lynn Gray School Board - District 7 - County Wide,454,3
2211885748952324,"Ángel ""Tito"" Fourquet",Comité Ángel Tito Fourquet,454,2
429836020202534,Patrick Gale for Placer UHSD School Board,Patrick Gale for Placer UHSD School Board,454,10
108767191444876,Tegan Malone for House District 95,Tegan Malone for House District 95,454,1
410527422138647,Brandon Spicher for Fayetteville City Council,Brandon for Ward 4,453,5
152510207945214,Vote Jahvid Motaghi,Vote Jahvid Motaghi,453,5
108863560553094,Multitasking Mamas,MomsRising Together,452,35
350130138193300,Friends of Fairhaven Levy Committee,Friends of Fairhaven Levy Committee,452,1
124252130928791,Penny Lane Centers,PENNY LANE CENTERS,452,37
598018356945252,Sue Parrigin for Bowling Green City Commissioner,Sue Parrigin for Bowling Green City Commissioner,452,8
427418173785071,Vasanth Shetty For San Ramon City Council District 1,Shetty For San Ramon City Council - 2024,452,8
334120129794831,Wingspan.nyc,Wingspan,451,3
163415037006030,הדמוקרטים,הדמוקרטים,451,33
445918778594305,"Akagi, McGowan, and Sadoff for CVSan","Akagi, McGowan, and Sadoff for CVSan",450,9
255245951245770,Brownsville Public Utilities Board,Brownsville Public Utilities Board,450,1
366878343928912,Rising Voices,Rising Voices,450,48
502560743089774,Digital Citizens Alliance,DIGITAL CITIZENS ACTION ALLIANCE CO DIGITAL CITIZENS ALLIANCE,450,1
467503009987109,"Healthy Forests, Healthy Communities","Healthy Forests, Healthy Communities",450,2
247595845105287,"William ""Bill"" Donahue for Vermilion County Board District  6",Committee to Elect Bill Donahue,450,19
130268163662109,Keystone Research Center,KEYSTONE RESEARCH CENTER INC,450,5
388853580985024,Exposing Kirk Watson,787 Neighborhood Coalition Inc,450,8
847929181939905,Michigan Conservative Coalition,Michigan Conservative Coalition,450,1
105968220995268,Bronson Brown for Benton-Franklin Superior Court Judge,Bronson Brown for Superior Court Judge,450,3
595158040917060,The Equity Alliance Fund,The Equity Alliance Fund,450,3
117160714706064,Friends of Kim Dowling,Friends of Kim Dowling,450,6
415753854963347,Better Schools for Sarasota County,"Better Schools for Sarasota County, PO Box 2687 Sarasota, Fl 34230",450,1
100153959698097,Amanda Vincent for WV - House 88,Amanda Vincent for WV,450,7
103452279103881,Ambassador Gordon Sondland,Ambassador Gordon Sondland,449,4
632824680503900,Texas Energy News,Energy Boom,449,6
100514919044073,Gonzalez For 50,Gonzalez For 50,449,3
105102117736318,Please Vote,Please Vote,449,27
101662832421047,Justice for the United Six,Eyer Consulting,449,1
399392079927906,Climate Cabinet Education,Climate Cabinet Education,449,16
6173991737,Chicago Humanities Festival,CHICAGO HUMANITIES FESTIVAL,449,5
102590137916214,Pattern Energy New Mexico,Pattern Energy New Mexico,449,3
1493933237544434,Vote State Representative Paul Frost,Vote State Representative Paul Frost,449,3
1691628854435310,Tammy West House 84,Tammy West House 84,449,2
109517682234040,"Alex Sharp for Putnam County Judge, Group 1",Alex Sharp Campaign,449,4
2117097015273466,Kerbs for House,Kerbs for House,448,2
210230119818587,Richa Awasthi for Foster City Council,Richa Awasthi for Foster City Council 2024,448,6
1066336890198585,Legal Hub,These ads ran without a disclaimer,448,1
480481972702218,Re-Elect Joe Cervantez for State's Attorney,Committee to Elect Cervantez State's Attorney,448,8
1716095885128520,State Representative Kate Farrar,Kate for CT,448,2
359071623949232,Conservative Advocacy,Patriot Powered Newsline,448,4
346970655440,RAYGUNshirts,These ads ran without a disclaimer,448,2
262358586954080,Scott Green for County Council,COMMITTEE TO ELECT SCOTT GREEN,448,4
110851604908322,Tuss For House,Tuss For House,448,3
390800927455701,Liberty Hall,Liberty Hall,448,13
104848677811144,Joanna4oregon,Joanna Harbour for Congress,448,1
605476966133479,League Of Women Voters of Connecticut,League Of Women Voters of Connecticut,447,18
2096428003924803,Citizens for Schools Committee,Citizens for Marysville Schools,447,9
349635318230533,Georgette Dumont for Jax Beach Mayor,Georgette Dumont for Jacksonville Beach Mayor,447,6
78018099910,alphabroder,These ads ran without a disclaimer,447,1
298840573806271,Pickaway County Veterans' Service Office,Pickaway County Veterans' Service Office,447,14
299016790922,Bobby Eberle,Bobby Eberle,447,5
360344823838553,Mejia for Modesto City Schools,Mejia for MCS School Board 2024,446,1
105177587972300,Humboldt County Office of Elections,Humboldt County Office of Elections,446,10
95938895140,Communities Creating Opportunity (CCO),COMMUNITIES CREATING OPPORTUNITY,446,5
292219861437,American Coal Council,American Coal Council,446,2
2226862570910379,Candace Avalos,Friends of Candace Avalos,446,7
812151808970495,"Attorney Yemi Kings for Hinds County Court Judge, Subdistrict 2","Attorney Yemi Kings for Hinds County Court Judge, Subdistrict 2",445,5
104594251160212,Joan Ballweg for Senate,Committee to Elect Joan Ballweg,445,6
107265585343000,Lisa for Carver County,Lisa For Carver County,444,9
368698646336560,Snowline Yes on J,Yes on Measure J for Snowline Schools 2024,444,1
379837418552396,Vote Julie Quinn,Julie Quinn Campaign,444,2
272790576130592,J.M. Lozano,J.M. Lozano,444,1
270396242826543,Melinda Tunner For Council,Melinda Tunner For Council,444,12
182208731651488,David McCormick for WV,David McCormick for WV,444,13
101492831695605,My Patriots Network,These ads ran without a disclaimer,444,2
407345515797246,Laurie Duthie for EGR School Board,"Friends of Laurie Duthie, Committee #2024161.  2153 Wealthy St. SE49506 Box 128",444,6
559773460819481,Commissioner Andy Meyers,Andy Meyers,443,6
298363366694587,Shelly Calvo For Senator,Shelly Calvo For Guam,443,11
636945183613715,Raul Urena for Calexico City Council 2024,Raul Urena for Calexico City Council 2024,443,8
297502120105031,Matt Watson for House District 45,Matt Watson for House District 45,443,2
259454873918472,Rita Proctor for Cannon Township Trustee,Friends of Rita Proctor Committee,443,9
106799708695049,Realtors for Valadao,National Association of REALTORS®,442,6
271854249346336,Keep Our Dollars in Fayetteville,Keep Our Dollars in Fayetteville,442,8
183984238126113,Black and Boujee Georgia,MomsRising Together,442,28
106472915449148,Alexandra4Rep,Alexandra Thomas for State Rep,442,1
101748769421709,Patriot Wealth Daily,These ads ran without a disclaimer,442,2
546805145721191,Chris Campbell,Committee to Elect Campbell,442,6
68693168571,Jewish Federations of North America,JEWISH FEDERATIONS OF NA,442,4
114092078611833,Steven Chapman,Steven Chapman,442,8
407566915780962,Your Right Your Vote,RFSwolf Entertainment LLC,441,43
585717161574553,City of Plant City Government,City of Plant City,441,31
101586078357081,Peter Demos,Peter Demos,441,3
293720790480262,Joy Jennings for Spring Arbor Township Trustee,Joy Jennings for Spring Arbor Township Trustee,441,7
111724518396145,Pat Callahan for State Representative,PC108,441,10
1412777232341953,Mayoral Candidate John Moss,Moss for Mayor,441,2
110423062138314,Battle Born Recreation,Free & Fair PAC,441,9
105452055652435,HALE for Jackson County Circuit Clerk,HALE for Jackson County Circuit Clerk,440,16
107367384054881,Borjon for Kansas,Borjon for Kansas House,440,2
357772134096286,"Iracilda Lichtinger for Sunny Isles Beach Commissioner, Seat 1","Iracilda Lichtinger for Sunny Isles Beach Commissioner, Seat 1",440,3
259800617214744,EV Politics Project,EV Politics Project,440,3
361154437088421,Doug Bishop for State Representative,Doug Bishop for Vermont,440,6
130620841027906,Stark for House Rep 2024 - District 100,Stark for House Rep 2024 - District 100,440,1
110183390737646,O'Hara for JOCO Commission,O'hara for Chair,440,6
124617237412736,Lonnie Poland for VT State Rep. Milton/Georgia,Committee to Elect Lonnie Poland,440,11
158850583983518,Compensation Central,American Benefit & Services LLC,440,9
429100673624072,Say No to Newman,California Republican Party,439,16
102673099149094,Rep. Chris Taylor Milton/Georgia,Chris Taylor for VT House,439,4
422106170989066,Hoboken United Tenants,Hoboken United Tenants,439,7
167147033158854,Todd Achilles for Idaho,TODD ACHILLES FOR IDAHO,439,1
440366579153228,Stan Mantooth for VCCCD Trustee,MANTOOTH FOR VENTURA COUNTY COMMUNITY COLLEGE DISTRICT TRUSTEE AREA 3 2024,438,4
336588892879040,Holt & Varela 2024,HOLT FOR WASHINGTON TOWNSHIP COMMITTEE,438,3
111305725401476,Erica Larkin for Mclean County Board District 10,Friends of Erica Larkin,438,7
300779789948239,Jenny Beth Martin,Tea Party Patriots,438,2
245854815279758,Jessie Seal for TN State Senate District 8,Jessie Seal for State Senate,438,12
60952942144,"Lehigh Valley, PA",These ads ran without a disclaimer,438,1
104877503654400,Assemblyman Paul Kanitra,KANITRA FOR ASSEMBLY,438,2
104308875463441,Liz Ortega for Assembly,Liz Ortega for Assembly,437,3
326170047244280,Matthew Rush for Maine Senate,Matthew Rush for Maine Senate,436,3
401169456419924,K is For Our Kids,K is for Our Kids - Yes on K 2024,436,12
107002925350479,Yes for BUHSD,Yes for BUHSD,435,7
352479757944899,Tony Dover for Smyrna Town Council,Friends of Tony Dover,435,5
1434589863430810,"Mayor Caren Ray Russom, Arroyo Grande","Mayor Caren Ray Russom, Arroyo Grande",435,12
164762090278606,"Doctors Memorial Hospital - Bonifay, FL",Doctors Memorial Hospital,435,2
111461651806030,Michaela Perez for Oxnard City Council,Michaela Perez for Oxnard City Council 2024,435,4
102162061613544,"John Nolte, Pomona City Councilmember, District 1",Committee to Elect John Nolte for Pomona City Council 2020,435,3
206338752563931,"Mark Nelson, Woodbury County Supervisor","Mark Nelson, Woodbury County Supervisor",435,6
188441263945,Laboratory to Combat Human Trafficking,LCHT,434,5
429364056918881,Mary Morrison & Braden Rhem for Medina City Council,MORRISON-RHEM FOR MEDINA COMMITTEE,434,7
416626301795772,The Domino Principle,The Domino Principle,434,8
376187205572337,Anne Marie and Bill Leonard For Glen Rock Council,LEONARD AND LEONARD FOR GLEN ROCK,433,8
2125432651053222,Get Covered NJ Español,These ads ran without a disclaimer,433,1
53797383417,The National Urban League,National Urban League,433,2
107285652622522,The Post and Courier,The Post and Courier,433,4
144370909098347,TiffinOhio.net,Tiffin Publishing LLC,433,91
104441164470263,Jason Speer For Sheriff,Jason Speer For Sheriff,433,3
1368631436553719,Ken Borton,Committee to Elect Ken Borton,432,4
102521652302842,Davina Smith for Utah State House,Friends of Davina Smith,432,6
114105573830669,RANGE,Minefield LLC dba RANGE Media,432,12
161956040531082,Orange County Stormwater Program,Orange County Stormwater Program,432,4
100369014769358,Delta Conveyance Design and Construction Authority,Delta Conveyance Design and Construction Authority,432,6
249958065093080,Judge Debra Nance - 46th District Court,Committee to Re-Elect Judge Debra Nance,432,2
101661694725936,Senator Crystal Diamond Brantley,"Crystal Diamond For New Mexico, Erica Valdez Treasurer",431,2
184194214785980,Repinski for House,Repinski for House,431,6
401581496374629,Bradley for Congresss,Bradley for Congress,431,2
206960599167610,Veronica Pejril for State Senate,FRIENDS TO ELECT VERONICA PEJRIL,431,4
100329535080292,Top Gun '87,Top Gun '87,431,15
464938680032667,No on Measure CC,"No on Measure CC – Seaside Citizens for a Safe Fourth of July, sponsored by fireworks companies and nonprofit youth, faith, and civic organizations",431,4
194355180578243,Kane County Democrats,KANE COUNTY DEMOCRATIC CENTRAL,431,2
218937484631999,VoteWaller,Waller for HD 57,431,5
101660865748567,Tompkins for Auditor,Tompkins for Auditor,431,5
152303727966519,Dalkia International,These ads ran without a disclaimer,430,2
420256641174747,Get The Permit Now,These ads ran without a disclaimer,430,5
333815306490786,YES on Measure C,Committee For Continuation Measure For Loomis Library,430,4
220161257856487,Jeanetta Williams for House,Jeanetta Williams for House,430,4
371230109411656,Californians for Trump,TIPTOPTVPARTS LLC,430,4
211727387512451,Mark Adams for CT,Mark Adams for CT,430,20
105879390769859,"Reddex Washington, Councilman, District #1","Reddex Washington, Councilman, District #1",429,34
96210327234,The Illinois Environmental Council,Illinois Environmental Council,429,1
237663606106210,Russell White for State Representative,Russell White for House,429,2
443411785523624,Realtors for Val Hoyle,National Association of REALTORS®,429,6
103386746154434,Standing Up For WA Working Class,Fuse Washington,429,4
1767202653345165,Dean Murray for New York,Murray for NY Senate,428,2
129532770237185,Cayler for Idaho,Cayler for Idaho,428,1
260867473765964,Meyer for Court Clerk,Meyer for Court Clerk,428,4
108228448477899,Robert Leadbeter for State Representative,Elect Robert Leadbeter,428,2
230816403707420,Senator Tom Saviello,Tom Saviello,428,2
340077330200403,Jennifer Williams,Williams for North Ward,427,4
446455618554802,Michigan Prosperity and Equity Fund,Michigan Prosperity and Equity Fund,427,3
336896302841783,John Gaskey for State Representative,Gaskey Committee,427,10
310049238861234,The Committee to Elect Joshua Tarsky for State Representative,The Committee to Elect Joshua Tarsky,427,2
193755037148070,Joshua Grant for Mayor of Livingston,Grant for Mayor,427,9
133208202646711,Clardy for House of Representatives SD 53 A,Clardy For House,426,4
114793264541135,Kay Pence for Iowa,Kay Pence for Iowa,426,9
1052598808142162,Propane Michigan,CR Marketing,426,7
103117627898141,Claggett For Ohio,PAID FOR BY CLAGGETT FOR OHIO,426,7
112842856909939,No Novato Tax,Nonovatotax,426,10
100882698410683,Pete Constant,Constant for City Council 2024,426,6
100221986153813,Lou's Daily News,"Freedom From the Press, LLC",426,2
396503743550769,ABCs of Healthcare For Maverick County Hospital District Board,ABCs of Healthcare For Maverick County Hospital District Board,426,10
100703373114790,OmniWatch,These ads ran without a disclaimer,425,1
449334034924554,Michael Hart for Boone County - Ads,Michael Hart for Boone County,425,5
385788524608766,Brent Campbell for Anoka,Brent Campbell for Anoka,425,5
239701539228368,Hydie Kirkland for Calhoun County Council District Two,Kirkland for Council,425,8
1075333802668472,Clark Hill Law,CLARK HILL PLC,425,6
304450685362,Community Shares of Wisconsin,Community Shares of Wisconsin,425,2
100994503327232,Nevada State Democratic Party,"the Nevada State Democratic Party, nvdems.com. Not authorized by any candidate or candidate's committee.",425,1
187561101118007,Roger Nuñez For Desert Hot Springs City Council District 2,Roger Nuñez For Desert Hot Springs City Council District 2,425,4
205249766238058,McCuskey for WV,COMMITTEE TO ELECT JB MCCUSKEY,425,8
263223951150352,Turn It Blue Digital,TURN IT BLUE DIGITAL LLC,424,2
110243021629610,Protecting Americans Action Fund,Protecting Americans Project Action Fund,424,2
371868482682209,Bill Schuetz for Roseville JUHSD School Board 2024,Bill Schuetz for Roseville JUHSD School Board 2024,424,16
259295583943915,"A Fresh Start in South Carolina, Attorney Ben Matthews","A Fresh Start in South Carolina, Attorney Ben Matthews",423,3
187641227966386,The Nature Conservancy in New York,These ads ran without a disclaimer,423,1
587739174593453,Donate Life Mississippi,Donate Life Mississippi,423,48
109046043805521,CultureNet,These ads ran without a disclaimer,423,1
104683759095593,Five Minute Astrology,MomsRising Together,423,33
107478837366198,St. Charles Township Democrats - IL,St. Charles Township Democrats - IL,423,12
112683658583514,Katie Blaxberg for Pinellas County School Board,Common Sense For Kids,423,8
